user_id,edit_count,gender,admin_ascention,admin,eigen_central,eigen_central_bin,community,coord_given_all,coord_received_all,coord_given_ingroup,coord_received_ingroup,post_count,italics_freq,bold_freq,link_freq,function_words_freq,avg_length_tokens
SadanYagci,770,unknown,,False,1.1857354252258245e-05,False,28,nan,0.0,,,1,,,,16.0,4.0
Fcreid,1964,male,,False,3.207191424890106e-05,False,9,0.0833333333333,-0.0766369047619,,,9,0.1111111111111111,,,39.0,3.888888888888889
Bo Basil,209,unknown,,False,,,,nan,nan,,,1,,,,7.0,3.0
OLP1999,714,unknown,,False,3.800151603606046e-05,False,5,nan,0.0,,,1,1.0,,,56.0,6.0
Wile E. Heresiarch,6707,unknown,2004-05-21 00:00:00,True,3.202892198622529e-06,False,2,-0.0136054421769,-0.00446428571429,,,15,,,,20.2,4.266666666666667
Trafford09,7300,male,,False,1.8096178267412063e-05,False,14,-0.1375,-0.0130952380952,,,18,,,,6.555555555555555,1.8333333333333333
MS,0,unknown,,False,5.529443204503385e-05,False,8,0.0833333333333,-0.0833333333333,,,7,0.14285714285714285,,,18.714285714285715,2.2857142857142856
Peyerk,378,unknown,,False,2.4976857540640087e-08,False,34,0.0,nan,,,1,,,,,1.0
Doodoobutter,817,unknown,,False,1.1665791591230877e-07,False,13,nan,0.0,,,1,,,,42.0,4.0
Gorflet,310,unknown,,False,1.2674189510553418e-05,False,29,nan,nan,,,1,,,,,0.0
DDD DDD,1689,unknown,,False,2.1771261934581714e-07,False,9,nan,0.0,,,2,0.5,,,28.0,5.0
Le temps perdu,2661,unknown,,False,,,,0.0,0.0,,,2,,,,29.0,3.5
Dingalingapingsmong=vocal spazz,5,unknown,,False,,,,nan,nan,,,1,,,,,0.0
Ross.Hedvicek,621,unknown,,False,4.015986882204749e-06,False,41,nan,-0.214285714286,,,2,,,,31.5,3.5
-The Bold Guy-,1336,unknown,,False,,,,nan,nan,,,1,,,,29.0,3.0
Wikimuso,58,unknown,,False,2.3291222672371902e-06,False,4,nan,0.0,,,1,,,,46.0,4.0
RobLa-WMF,69,unknown,,False,1.0447736567070653e-06,False,28,nan,0.0,,,1,,,,19.0,3.0
Bobby122,3955,male,,False,5.821632745435282e-07,False,20,0.0,nan,,,3,,,,18.0,2.6666666666666665
Robman94,1942,male,,False,4.202321949189172e-05,False,12,0.00873778998779,0.0541312853813,,,21,0.14285714285714285,,,26.142857142857142,3.142857142857143
Goat77,43,unknown,,False,0.00010695385043232006,False,13,0.0,0.0,,,2,,,,25.0,3.5
AOL user,283,unknown,,False,,,,-0.0625,-0.0625,,,3,0.3333333333333333,,,11.666666666666666,1.0
Yozzer66,2546,unknown,,False,,,,0.0,0.0,,,2,,,,17.5,4.0
Jared,10682,unknown,,False,2.7669865692205257e-06,False,0,0.229166666667,0.0625,,,5,,,,20.0,3.0
Udzu,2401,unknown,,False,,,,nan,nan,,,2,,,,5.5,2.5
RoboRanks,426,unknown,,False,2.9582488190328015e-07,False,31,nan,0.0,,,1,,,,4.0,1.0
Poeloq,6177,unknown,2008-03-12 00:00:00,True,8.707899384083211e-06,False,42,0.0595238095238,-0.0125,0.0714285714286,0.0416666666667,12,,,,17.583333333333332,2.8333333333333335
Ernst Stavro Blofeld,2,unknown,,False,0.003367595255428138,False,9,0.0,-0.0426579139814,,,16,0.0625,,,13.0625,2.25
LymanSchool,2023,unknown,,False,,,,0.0,0.0,,,2,,,,23.5,4.0
Anon126,621,unknown,,False,2.47813416902099e-08,False,13,0.0,0.0,,,1,,,,17.0,4.0
Laura1822,1370,unknown,,False,3.442896358523503e-07,False,5,nan,0.0,,,1,,,,18.0,2.0
Paul August,59309,unknown,2005-05-31 00:00:00,True,0.004013690467953393,False,2,0.0354994090661,0.0190886099795,,,624,0.12980769230769232,,0.0016025641025641025,17.471153846153847,2.7131410256410255
Peanut4,28347,unknown,,False,0.00042553479751738745,False,3,-0.0359003419181,-0.0373307756317,,,35,0.02857142857142857,,,17.571428571428573,2.857142857142857
Upholder,1967,unknown,,False,1.8337852268288896e-06,False,13,0.0,0.0,,,2,,,,8.5,2.5
Minfo,1871,unknown,,False,,,,0.0,0.0,,,2,,,,5.0,1.5
Azurfrog,782,male,,False,0.0010558679961758608,False,21,0.03125,0.0401785714286,,,8,0.25,,,16.375,2.875
Philbradley,283,unknown,,False,1.5654482017250288e-05,False,0,nan,0.0,,,1,,,,22.0,3.0
Bigger digger,3350,male,,False,0.00018443147933950617,False,11,0.0571524064171,-0.0345885323827,,,29,0.1724137931034483,,,30.724137931034484,3.3448275862068964
Sven70,594,male,,False,1.0980253165088702e-05,False,22,0.0,nan,,,2,,,,,2.0
Dddstone,5204,unknown,,False,0.0001393377034070913,False,4,0.0,0.0,,,2,,,,15.0,2.0
Kitfoxxe,2451,unknown,,False,6.442037129292773e-05,False,22,0.0,0.0833333333333,,,10,,,,10.8,2.3
Pcarbonn,4423,unknown,,False,4.5888697164707507e-07,False,35,nan,0.0,,,1,,,,5.0,2.0
Maryafrika,108,unknown,,False,1.305754941157219e-06,False,28,0.0,nan,,,1,,,,25.0,3.0
Sunil060902,7005,male,,False,9.828586846045097e-05,False,6,0.0517009763603,-0.0231495859213,,,57,0.12280701754385964,,,19.649122807017545,3.3508771929824563
Cbhuppert,2,unknown,,False,4.466597330566399e-06,False,9,nan,nan,,,1,,,,,0.0
LiDaobing,2892,male,,False,,,,nan,0.0,,,1,,,,5.0,1.0
Sir Nils,195,unknown,,False,1.6613756216965114e-06,False,6,nan,0.0,,,1,,,,55.0,7.0
Straif,267,unknown,,False,2.868344101201064e-06,False,25,0.0,nan,,,1,,,,54.0,7.0
Mlouns,5745,unknown,,False,,,,nan,nan,,,1,,,,9.0,3.0
Darth armitage,12,unknown,,False,,,,nan,nan,,,3,,,,,0.0
Demodave,34,unknown,,False,4.087699479769317e-06,False,34,0.0,-0.125,,,2,,,,10.0,3.0
Paolo.dL,9321,unknown,,False,0.00012829501934454867,False,2,0.00937952398479,-0.0293927987862,,,55,0.10909090909090909,,,16.6,2.290909090909091
Tlinsenm,419,unknown,,False,1.934733157040132e-07,False,42,nan,nan,nan,nan,1,,,,,0.0
Karasuman,38,unknown,,False,3.3754161348034843e-07,False,2,nan,0.0,,,1,,,,33.0,4.0
Goatasaur,2533,unknown,2003-06-24 00:00:00,True,4.5446533961337917e-07,False,18,-0.00208333333333,nan,,,6,,,,5.666666666666667,2.3333333333333335
Tash128,1,unknown,,False,3.765191318324606e-07,False,3,nan,nan,,,1,,,,,1.0
For An Angel,4712,unknown,,False,1.1376516922672334e-06,False,25,nan,0.0,,,1,,,,10.0,2.0
Monni1995,13591,unknown,,False,3.845384849286348e-05,False,15,0.09375,-0.0833333333333,,,5,,,,12.0,1.6
Alzarian16,9409,unknown,,False,0.00012078241965377139,False,6,0.0430969727075,0.0552884615385,,,48,0.0625,,,24.729166666666668,2.9583333333333335
Peterl,3555,unknown,,False,2.1473424714116756e-06,False,28,0.09375,-0.0125,,,7,,,,7.571428571428571,1.8571428571428572
Manipande,91,female,,False,3.611253472633638e-06,False,0,nan,0.0,,,1,,,,19.0,2.0
Corpx,18870,unknown,,False,2.0546327775922395e-06,False,13,0.0,0.125,,,4,,,,11.5,1.5
Ruthfulbarbarity,3000,unknown,,False,0.00012631990068307614,False,9,-0.0833333333333,0.0,,,6,,,,12.333333333333334,1.5
Frozenport,519,male,,False,1.2292178456568242e-05,False,10,nan,0.0,,,1,,,,33.0,3.0
Brammers,1536,male,,False,6.428171640291804e-06,False,6,nan,0.0,,,1,,,,45.0,6.0
T00h00,1025,unknown,,False,1.4728142606765627e-05,False,28,nan,nan,,,1,,,,,0.0
Sparkhead,2,unknown,,False,0.0005523838203920884,False,9,0.0169642857143,-0.0625,,,8,,,,31.25,3.5
Mr. Conservative,180,unknown,,False,3.8022568531659186e-05,False,29,0.0,-0.0833333333333,,,2,,,,13.0,1.0
Suntag,11118,unknown,,False,0.001098612995024054,False,13,0.0135676823177,-0.00712084076055,,,31,,,,25.580645161290324,5.064516129032258
Urhixidur,36918,male,2004-12-31 00:00:00,True,0.00013046273687498036,False,25,0.0875,-0.03125,,,10,0.2,,0.1,25.2,3.5
Kemscm,4,unknown,,False,8.466876500157298e-06,False,22,nan,nan,,,1,,,,,0.0
SpiceMan,856,unknown,,False,3.738501056592781e-08,False,6,0.0,0.0,,,2,,,,30.5,4.5
Agvulpine,207,unknown,,False,1.764303209880464e-07,False,9,nan,0.0,,,1,,,,6.0,2.0
Philip Stevens,20263,unknown,,False,1.2155318259937211e-05,False,41,-0.170833333333,-0.0238095238095,,,8,,,,10.5,3.0
IPSOS,8702,unknown,,False,0.0016953031862058808,False,21,-0.0160714285714,0.0207589285714,,,18,,,,28.666666666666668,3.7222222222222223
Erpbridge,929,unknown,,False,7.099691593265206e-06,False,1,0.0,nan,,,1,,,,72.0,5.0
Sotcr,283,unknown,,False,6.431580358320718e-07,False,11,-0.0708333333333,-0.0642857142857,,,10,,,,6.7,1.4
Davin,3456,unknown,,False,7.656523084833621e-05,False,27,-0.0625,0.0,,,6,0.16666666666666666,,0.16666666666666666,20.0,3.5
Esemono,8027,unknown,,False,0.00014072449236776492,False,38,-0.125,0.0,,,4,0.25,,,27.25,3.25
Greeves,3724,unknown,2007-06-27 00:00:00,True,5.483392057205503e-06,False,6,-0.013378982129,0.00170068027211,,,13,,,,12.0,2.923076923076923
Nlwriter,19,unknown,,False,5.68949400081101e-07,False,0,0.0,0.0,,,2,,,,13.5,3.0
Ichibani,567,unknown,,False,,,,-0.0625,-0.0625,,,3,1.0,,,38.666666666666664,5.0
Lifebaka,15077,unknown,2008-07-01 00:00:00,True,0.00019979362887047122,False,4,0.068005952381,0.0171130952381,,,19,0.05263157894736842,,,28.263157894736842,4.473684210526316
Jamason,543,unknown,,False,1.0033588612311099e-05,False,43,0.0714285714286,0.0,,,3,,,,19.333333333333332,3.0
Happy-melon,27781,male,2008-02-01 00:00:00,True,0.0005388052977648349,False,41,-0.116666666667,-0.0420906949303,,,31,0.1935483870967742,,,30.096774193548388,4.096774193548387
Richard0612,8556,male,,False,2.792777496819641e-05,False,38,0.0208333333333,0.0,,,6,,,,21.666666666666668,3.3333333333333335
Penwhale,5703,unknown,2007-09-22 00:00:00,True,0.00226117076790939,False,23,0.0282186662669,0.0407246140301,,,85,0.07058823529411765,,,14.211764705882352,2.5058823529411764
Yupik,7897,unknown,,False,2.6059752484701464e-05,False,34,0.0296491702742,0.0302398989899,,,24,0.08333333333333333,,,19.041666666666668,2.9166666666666665
Wezzo,849,unknown,,False,3.9302287324742955e-05,False,9,0.0401785714286,0.0,,,7,0.7142857142857143,,,8.428571428571429,2.857142857142857
Eleemosynary,4174,unknown,,False,0.00012590155521927207,False,2,-0.1875,0.0,,,6,,,,14.333333333333334,3.3333333333333335
Boscaswell,370,unknown,,False,3.451003163065223e-06,False,20,0.0,-0.00892857142857,,,4,,,,45.0,4.75
John D. Croft,5936,unknown,,False,0.00010060125946911843,False,9,0.0,-0.270833333333,,,7,,,,13.428571428571429,1.1428571428571428
FridayCell7,36,unknown,,False,9.884489639434777e-06,False,34,nan,0.0,,,1,,,,16.0,2.0
L-Bit,954,unknown,,False,3.696811425613673e-08,False,4,nan,nan,,,1,,,,,0.0
Tide rolls,193783,unknown,2010-05-19 00:00:00,True,0.0010712000866455196,False,22,0.271130952381,0.112554824561,,,27,0.07407407407407407,,,23.185185185185187,4.037037037037037
Andrew Norman,4284,unknown,2005-12-08 00:00:00,True,7.160554331962386e-06,False,36,0.0,0.0,,,4,,,,26.0,4.0
The H-Man2,409,unknown,,False,,,,nan,nan,,,6,,,,13.666666666666666,2.0
Muckapedia,1404,male,,False,1.9029025122387132e-06,False,23,nan,0.0,,,1,,,,53.0,5.0
Pgrouchy,28,unknown,,False,,,,nan,nan,,,3,,,,7.0,2.0
CanadianFreak,1,unknown,,False,1.469867013841179e-07,False,10,nan,0.0,,,1,,,,26.0,5.0
Reaper Eternal,43530,male,,False,0.00036531407841071926,False,0,0.0159902206155,0.0132797552856,,,78,0.07692307692307693,,,15.051282051282051,2.358974358974359
Jaysuschris,321,unknown,,False,6.207268874051525e-05,False,22,0.0,0.0,,,2,,,,25.5,4.5
Hatto,3916,unknown,,False,,,,0.0,0.0,,,2,0.5,,,22.5,5.0
Electriq,86,male,,False,1.7488881576834783e-06,False,2,0.0,0.0625,,,3,,,,26.666666666666668,4.333333333333333
Dflav1138,344,unknown,,False,4.290348746475726e-06,False,29,nan,nan,,,1,,,,40.0,3.0
Birkett,229,unknown,,False,,,,0.0,0.0,,,2,,,,11.5,2.0
Otelemuyen,2249,unknown,,False,2.4731221390086135e-07,False,10,0.0,0.0,,,3,,,,23.333333333333332,2.6666666666666665
AimeeRhodes,6,unknown,,False,1.1153649030197115e-06,False,30,nan,0.047619047619,,,3,,,,20.333333333333332,2.0
Wirthi,732,unknown,,False,8.79851149045331e-05,False,42,0.0,0.0625,0.0,0.0625,3,0.3333333333333333,,,26.0,4.0
Rich Farmbrough,954038,unknown,2005-02-08 00:00:00,True,3.1324075042113745e-05,False,21,0.0,0.09375,,,5,,,,15.8,2.6
Rockk3r,8115,unknown,,False,1.4728142606765394e-05,False,28,0.0229166666667,0.0142857142857,,,10,0.7,0.2,,25.1,1.8
Kolokol1,1575,unknown,,False,1.6896806385957054e-05,False,10,0.0,-0.133333333333,,,2,,,,5.5,1.5
Joe407,2988,unknown,,False,2.778317882190218e-08,False,2,-0.0625,-0.0833333333333,,,4,0.25,,,17.5,2.25
Miranda,34581,unknown,,False,0.002159561844239764,False,13,0.0332075147546,0.0334043987874,,,49,0.08163265306122448,,0.02040816326530612,12.346938775510203,2.7755102040816326
Jamesallen2,287,unknown,,False,3.690482763669368e-05,False,13,0.0625,0.0208333333333,,,4,,,,20.75,3.5
EricV89,0,unknown,,False,4.85017488539414e-07,False,1,0.0,-0.0714285714286,,,3,,,,14.666666666666666,4.0
WhiteEcho,261,unknown,,False,,,,0.0,nan,,,1,,,,5.0,2.0
Bthegoodwin,9,unknown,,False,3.233371114082356e-06,False,28,nan,0.0,,,1,,,,95.0,8.0
Greg Winterflood,157,unknown,,False,1.476057886664377e-06,False,6,nan,0.0,,,2,,,0.5,61.5,8.5
Murray Langton,2204,male,,False,1.4069768773829958e-07,False,13,0.0,nan,,,2,,,,17.0,3.0
Ryan shell,13632,male,,False,3.987577731573874e-05,False,20,nan,0.0,,,2,,,,3.0,1.5
TeePee-20.7,1971,unknown,,False,9.18588834961346e-07,False,31,-0.0625,-0.166666666667,,,4,,,,18.75,2.0
Davidbspalding,3120,male,,False,2.20824790434895e-06,False,26,nan,0.0,,,1,,,,22.0,3.0
Proabivouac,10467,unknown,,False,0.0006158236295752418,False,17,-0.00529436986052,0.156944444444,,,50,0.08,,,29.5,2.88
Knight1993,847,male,,False,1.1275098077441056e-05,False,22,nan,6.93889390391e-18,,,2,,,,27.0,3.5
Thulesius,132,unknown,,False,1.738262944914509e-10,False,40,nan,0.0,,,1,,,,11.0,1.0
Erwin,1482,unknown,,False,2.7427684349501185e-07,False,21,nan,0.0,,,2,,,,7.0,2.5
Cyan,4029,unknown,2003-08-06 00:00:00,True,2.2832364507533094e-07,False,31,0.0758928571429,-0.00625,,,10,0.3,,,31.6,4.5
Adriaan90,1,unknown,,False,5.65406934050247e-06,False,0,-0.047619047619,0.0,,,4,0.25,,,11.5,2.75
The Expeditioners,30,male,,False,1.1813357297750855e-05,False,13,nan,0.0,,,1,,,,21.0,3.0
Killervogel5,29105,male,2009-12-09 00:00:00,True,9.167070003821608e-05,False,9,-0.00186733556299,0.012551481294,,,43,0.13953488372093023,,,27.53488372093023,4.232558139534884
Bulbous,1362,unknown,,False,,,,nan,nan,,,1,1.0,,,14.0,3.0
Pmolsen,65,unknown,,False,1.0328164567390183e-06,False,21,nan,nan,,,1,,,,,0.0
GlitchBob dbug,72,unknown,,False,1.7874560839704506e-07,False,9,0.0,nan,,,1,,,,,1.0
Richard Jackson,165,unknown,,False,2.0112598576748816e-05,False,15,0.0,0.0,,,2,,,,25.5,3.5
Misza13,17481,unknown,2006-07-21 00:00:00,True,5.137467796136953e-05,False,9,0.00535714285714,-0.00446428571429,,,10,0.4,,,13.3,2.7
Thethirdrealm,3,unknown,,False,4.891008383146457e-06,False,39,nan,0.0,,,1,,,,1.0,1.0
Snowded,21870,male,,False,0.0005442154734922963,False,23,0.0414957513803,0.0561552485827,,,67,,,,22.865671641791046,3.2388059701492535
Cuvtixo,2329,unknown,,False,4.406201283090422e-06,False,23,0.0,nan,,,1,,,,22.0,6.0
Dsu318,8,male,,False,7.227265238444599e-07,False,39,nan,0.0,,,2,,,,56.0,6.5
Karasek,1022,unknown,,False,6.821133326178821e-06,False,43,0.0,0.0,,,2,,,,32.0,4.5
The Firewall,1638,unknown,,False,3.2511806837951422e-06,False,4,0.0,0.0,,,2,,,,20.5,4.0
Carveone,165,unknown,,False,,,,nan,nan,,,4,,,,11.25,2.5
Spebi,0,unknown,2007-11-20 00:00:00,True,4.724667023805043e-05,False,41,0.10625,0.1625,,,9,0.2222222222222222,,,20.333333333333332,1.8888888888888888
Bladezor,19,unknown,,False,1.0756375913763929e-06,False,33,nan,0.0,,,1,,,,22.0,3.0
Solicitor1,79,unknown,,False,1.5627193561119892e-05,False,33,0.0,0.1875,,,3,,,,53.333333333333336,5.333333333333333
Phaedriel,11206,unknown,2006-08-04 00:00:00,True,0.00282476629186481,False,13,-0.0195401698691,0.00638942319552,,,83,0.13253012048192772,,,26.53012048192771,3.289156626506024
Ricardo Santiago,173,unknown,,False,9.884489639435097e-06,False,34,nan,0.0,,,1,,,,7.0,1.0
Blisco,2535,unknown,,False,0.0005148025923138663,False,22,nan,0.0,,,2,,,,86.0,8.0
Gonads3,903,unknown,,False,,,,nan,nan,,,,,,,,
Telemachus Claudius Rhade,389,unknown,,False,2.748220528929558e-06,False,13,0.0,0.0833333333333,,,2,,,,7.5,1.5
Jjjsixsix,2368,unknown,,False,1.218714246998684e-06,False,18,nan,0.0,,,2,0.5,,,44.0,5.5
Elianarra,19,unknown,,False,1.7403135578123593e-06,False,22,nan,nan,,,1,,,,,0.0
Picaroon,17614,unknown,,False,0.0007563776239389015,False,9,0.0,0.062644993895,,,17,0.17647058823529413,,,26.529411764705884,3.411764705882353
RJFJR,51285,unknown,2005-10-12 00:00:00,True,0.0012272528438101906,False,22,-0.0574404761905,0.107138480392,,,21,0.23809523809523808,,,17.714285714285715,2.4761904761904763
Page Up,5472,unknown,,False,2.2944085026131236e-05,False,13,0.0,0.0,,,4,,,,30.25,2.75
Sfan00 IMG,223920,unknown,,False,0.0010499719860053661,False,23,-0.0081299402352,-0.0302561917877,,,170,0.21176470588235294,,,23.13529411764706,2.570588235294118
Kathalu,1364,unknown,,False,,,,nan,nan,,,1,,,,97.0,7.0
Gloumouth1,107,unknown,,False,1.0541317387308907e-06,False,13,nan,0.0,,,1,,,,18.0,4.0
Davepape,7404,unknown,,False,2.1420732880393515e-07,False,6,0.0416666666667,0.03125,,,7,0.2857142857142857,,,25.0,3.857142857142857
Vicente Calibo de Jesus,786,unknown,,False,2.4110077346711353e-07,False,2,nan,0.0,,,2,,,,12.0,2.5
Nikkimon,4,unknown,,False,4.423051777595315e-07,False,37,0.0,0.0,,,1,,,,6.0,2.0
Stanistani,1168,unknown,,False,0.0016835925911026588,False,21,0.0625,-0.0833333333333,,,4,1.0,,,19.25,3.0
Soarhead77,1254,male,,False,3.26352192484608e-06,False,9,nan,nan,,,1,,,,,0.0
Phantomsteve,28722,male,2010-02-09 00:00:00,True,0.0002894635702670196,False,11,-0.00244047293663,-0.0428658948439,,,73,0.821917808219178,0.1643835616438356,,21.26027397260274,2.767123287671233
Tktktk,6054,male,,False,,,,nan,nan,,,,,,,,
Jake Wartenberg,18247,male,2009-08-24 00:00:00,True,0.0012870196350598221,False,17,0.0,0.597222222222,,,12,0.08333333333333333,,,15.416666666666666,3.25
Thevitogodfather,53,unknown,,False,7.825737460836433e-05,False,39,0.0,0.0,,,4,,,,27.25,3.25
CompuHacker,867,male,,False,1.299424940763917e-05,False,41,nan,0.0,,,1,,,,26.0,6.0
Morenoodles,868,unknown,,False,,,,nan,nan,,,1,1.0,,,47.0,4.0
Uhanu,1226,male,,False,1.9029025122392316e-06,False,23,nan,0.0,,,1,,,,60.0,7.0
Panamaed,17,unknown,,False,,,,nan,nan,,,1,,,,,0.0
Alabamaboy,0,unknown,2005-10-29 00:00:00,True,0.017001948848582783,True,21,0.0270833333333,0.00347222222222,,,42,,,,32.333333333333336,4.428571428571429
DaTraveller,2178,unknown,,False,3.6598456719881e-07,False,35,nan,-0.25,,,5,,,,27.6,4.6
ReverendG,6544,unknown,,False,3.6647340030735695e-09,False,9,0.0,nan,,,6,,,,15.666666666666666,2.5
Ed g2s,25930,unknown,2004-07-29 00:00:00,True,,,,nan,nan,,,,,,,,
JoBrLa,1123,unknown,,False,1.0844582095378431e-07,False,39,0.0,0.166666666667,,,2,,,,7.5,1.5
Chuck Marean,3882,male,,False,1.6013256873684742e-07,False,6,0.0,nan,,,1,,,,31.0,3.0
S@bre,18349,male,2009-02-18 00:00:00,True,0.0008708071063476172,False,21,0.00178571428571,0.00173611111111,,,14,0.07142857142857142,,,39.57142857142857,4.785714285714286
Top Jim,10145,unknown,,False,1.4163339644414819e-06,False,41,0.0,0.0,,,2,,,,6.5,1.5
Yannismarou,19846,unknown,2007-01-22 00:00:00,True,0.0006288132862557193,False,2,-0.0442574786325,0.0480207292707,,,35,0.05714285714285714,,,16.514285714285716,2.914285714285714
Konamaiki,645,unknown,,False,,,,nan,nan,,,1,,,,20.0,4.0
Victorprosa,14,unknown,,False,3.70065453777474e-08,False,42,nan,nan,nan,nan,1,,,,,1.0
Dank55,1,unknown,2008-12-02 00:00:00,True,0.001179805128874744,False,21,-0.0294507575758,0.0323655409133,,,34,,,,32.970588235294116,3.9705882352941178
ANDROBETA,204,male,,False,3.273513217795062e-05,False,5,0.0,0.0833333333333,,,2,,,,14.0,2.5
NJR ZA,16304,unknown,,False,3.22417271292553e-07,False,6,0.0,-0.0208333333333,,,5,,,,11.8,3.2
Brambleclawx,12716,male,,False,0.0004289274498901504,False,29,0.0468815014268,0.0239628115985,,,67,0.05970149253731343,,,16.044776119402986,3.2686567164179103
Xinit,2040,unknown,,False,2.7838195652003896e-08,False,0,0.0,nan,,,2,0.5,,,9.5,1.5
Plasma east,38606,unknown,,False,2.874841523377283e-07,False,40,-0.25,nan,,,2,,,,10.5,1.5
Pursey,1457,unknown,,False,5.720142398824155e-05,False,29,-0.0104166666667,0.0625,,,10,,,,24.9,3.4
Claudebernard,3,unknown,,False,0.0005148025923138664,False,22,nan,0.0,,,2,,,,14.0,3.0
John FitzGerald,3653,unknown,,False,8.839815094986716e-06,False,9,0.00119047619048,-9.92063492064e-05,,,15,0.06666666666666667,,,26.866666666666667,3.2
Mrszone,1,unknown,,False,8.87069252916946e-08,False,36,nan,0.0,,,1,,,,55.0,7.0
Lexicografía,448,unknown,,False,1.937755969152792e-07,False,10,-0.0833333333333,0.0,,,3,0.3333333333333333,,,18.666666666666668,2.0
Smith03,19391,unknown,2003-07-09 00:00:00,True,3.6344175365439035e-09,False,2,nan,0.0,,,3,,,,9.666666666666666,1.6666666666666667
Fsouza,2287,unknown,,False,1.2674189510553349e-05,False,29,nan,0.0,,,1,,,,4.0,1.0
Heqwm2,334,unknown,,False,7.427512777689123e-07,False,4,nan,0.0,,,1,,,,33.0,2.0
Discordance,2278,unknown,,False,,,,0.0,0.0,,,4,,,,16.5,1.5
Yudel,234,unknown,,False,9.851361955325125e-07,False,35,nan,nan,,,1,,,,,0.0
Jackrm,479,unknown,,False,6.611743863900437e-06,False,31,-0.0833333333333,0.0,,,22,0.045454545454545456,,,16.545454545454547,3.272727272727273
Pandaplodder,5631,unknown,,False,3.492972934341995e-07,False,15,nan,0.0625,,,2,,,,30.0,2.0
Iterator12n,2558,unknown,,False,4.43025691735657e-06,False,2,0.0104166666667,0.114583333333,,,7,,,,29.857142857142858,4.714285714285714
Eldorado91,67,unknown,,False,1.9940489913033263e-05,False,4,0.0,0.0714285714286,,,4,,,,20.0,5.25
Trakesht,2592,unknown,,False,1.3273490958382512e-08,False,0,nan,nan,,,1,,,,,0.0
Emccurdy,13,unknown,,False,4.959765484644712e-07,False,28,nan,0.0,,,1,,,,74.0,7.0
SaatwikG,56,male,,False,,,,nan,nan,,,2,,,,1.0,1.0
WJBscribe,36520,male,2007-03-26 00:00:00,True,0.0027738361241534766,False,13,0.0371092569233,0.0220905350201,,,211,0.26066350710900477,,,21.412322274881518,3.2227488151658767
JamesWeb,163,unknown,,False,,,,0.0,0.0,,,2,,,,7.0,1.0
172,24875,unknown,2003-05-12 00:00:00,True,0.000403378071517303,False,9,-0.0884424603175,-0.0165674603175,,,20,0.05,,,21.05,3.05
Jonomacdrones,2032,unknown,,False,1.872720176717792e-07,False,0,0.0,0.0,,,3,,,,28.0,4.666666666666667
Mantri7,37,unknown,,False,9.368901926706795e-07,False,0,nan,nan,,,1,,,,,0.0
Voice of All,1,unknown,,False,0.00010252208734166966,False,9,-0.0315476190476,0.0467261904762,,,19,0.10526315789473684,,,27.42105263157895,2.6842105263157894
Ruakh,8027,male,,False,3.113828581926381e-05,False,15,-0.115625,-0.141666666667,,,21,0.19047619047619047,,,16.38095238095238,2.5714285714285716
Boethius65,1664,unknown,,False,9.782016766294039e-06,False,39,nan,nan,,,2,,,,,0.0
Kthoelen,5,unknown,,False,,,,nan,nan,,,1,,,,3.0,1.0
Djma12,2582,unknown,,False,2.9460148504820046e-05,False,7,0.0,nan,,,4,,,,22.25,3.0
Rhorvitz,16,unknown,,False,7.859952365320698e-07,False,6,nan,0.0,,,1,,,,26.0,2.0
PiRSqr,251,unknown,,False,1.4912604435552018e-05,False,32,0.0,-0.05,,,4,,,,17.0,2.75
Gabrysb,5,unknown,,False,1.2420148578993348e-05,False,6,0.0,0.0,,,3,,,,19.0,2.3333333333333335
Provocateur,2432,unknown,,False,,,,nan,nan,,,1,1.0,,,55.0,3.0
LuckyPanda,164,unknown,,False,7.501328259354657e-07,False,9,0.0,0.0,,,2,,,,18.0,3.0
Jwdietrich2,273,unknown,,False,1.8008444985691109e-09,False,40,nan,0.0,,,1,1.0,,,23.0,4.0
StationNT5Bmedia,1471,unknown,,False,1.4728142606765621e-05,False,28,nan,0.0,,,1,,,,52.0,6.0
Peter.C,5547,male,,False,9.212727265460336e-08,False,23,nan,0.0,,,1,,,,26.0,6.0
Yosef.Raziel,315,unknown,,False,1.3114733059506694e-06,False,35,0.0,0.0,,,2,,,,10.5,3.0
Djflem,29162,unknown,,False,4.1645644835814924e-05,False,6,0.0416666666667,0.0618867243867,,,14,0.07142857142857142,,,23.642857142857142,3.5714285714285716
Energizer07,344,unknown,,False,4.891008383146653e-06,False,39,nan,0.0,,,1,,,,16.0,5.0
Vimescarrot,1660,unknown,,False,,,,0.09375,0.09375,,,5,0.2,,,13.0,2.2
Sebbeng,2,unknown,,False,,,,-0.0625,-0.0625,,,4,,,,15.5,2.75
Fred J,16207,unknown,,True,,,,nan,nan,,,1,,,,,0.0
Saaska,116,unknown,,False,0.001029605184627733,False,22,0.0,0.0,,,4,,,,11.5,3.0
The.Q,1459,unknown,,False,6.02342652674846e-08,False,23,0.0714285714286,0.0,,,3,0.3333333333333333,,,33.0,4.666666666666667
TheFutureGood,53,unknown,,False,4.421705358523471e-07,False,14,0.0,0.0625,,,2,,,,19.0,2.5
Hardyplants,13156,unknown,,False,1.702270965086001e-05,False,39,0.0,0.125,,,4,0.25,,,23.75,3.0
Pv=mrt,258,unknown,,False,8.11978535996247e-06,False,25,0.5,0.0104166666667,,,5,,,,26.4,2.2
