user_id,eigen_central,eigen_central_bin,avg_perplexity,n_utts,admin_status,n_content_words,n_tokens,n_types,n_function_words,divergence_articles,divergence_impersonal pronouns,divergence_quantifiers,divergence_auxiliary verbs,divergence_conjunctions,divergence_prepositions,divergence_personal pronouns,divergence_adverbs
Mufka,0.0042096325951862705,False,2445.655962579448,46,True,2161,3072,686,1045,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Aquafish,1.0779298730143867e-05,False,1559.4770763180409,1,False,61,81,51,20,-0.0,-0.0,,-0.0,-0.0,-0.0,,-0.0
Djanga,0.0021890854723709326,False,3521.7830608032468,16,False,516,815,202,367,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Davidbspalding,0.0005497729997703825,False,2304.6720592556485,1,False,43,59,46,19,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Rongerard,0.0006095903603390243,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
GSMR,7.906154441074441e-05,False,241.43153673587994,1,False,28,49,39,23,-0.0,-0.0,,-0.0,-0.0,-0.0,,-0.0
Diderot,0.0003238858536906306,False,4669.535105983874,2,False,51,61,38,11,-0.0,,,-0.0,-0.0,-0.0,-0.0,-0.0
Nousernamesleft,0.003799345612068961,False,1806.0827132930422,2,True,12,21,20,13,-0.0,,,-0.0,-0.0,-0.0,,-0.0
Tortfeasor,0.0005510676320709275,False,669.15883903473753,4,False,124,206,113,93,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Minfo,0.0002309812591476244,False,27526.203195993381,2,False,24,33,28,12,-0.0,,,-0.0,-0.0,-0.0,-0.0,-0.0
Backtable,0.0007059700368390754,False,4542.516774183342,10,False,294,470,222,205,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Bole2,0.0035431608019815914,False,818.66357099563868,11,False,183,333,158,178,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
89.120.193.125,0,False,1425.3333202252054,1,False,98,176,90,86,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Henning Makholm,0.006724799928960334,False,7433.4599327791921,48,False,1787,2701,960,1019,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
NatMor,0,False,1049.1758099842216,2,False,178,263,138,104,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
128.84.220.223,0,False,364.5130510569885,1,False,32,50,37,21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Tuxhedoh,2.4246482946745933e-05,False,6318.2983655374774,2,False,46,87,66,48,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Braandpantiesmatch,0,False,133.4960895726382,1,False,27,48,39,27,,,,-0.0,-0.0,-0.0,-0.0,-0.0
Weaponbb7,0.005198864303110834,False,725.37226247114484,17,False,345,575,295,275,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Jo0doe,0.0017830837398599751,False,1502.9727794998557,22,False,914,1199,462,349,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Hollow Wilerding,0.00021402354806050093,False,1440.6963991863861,3,False,416,646,291,258,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
JAF1970,3.075548744087655e-05,False,616.10441794663313,1,False,57,77,54,21,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Daviddoria,0.0003816999161700811,False,287.86170515213178,2,False,35,65,47,35,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Tomas e,0.003821280633094812,False,14832.840790105498,72,False,4768,7467,1747,3193,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
120.29.33.175,0,False,23314.112011305213,1,False,12,12,10,0,,,,,,,,
Torchwoodwho,0.005453045035326059,False,773.05910915158586,14,False,685,1154,439,538,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Swliv,0.005580520809251213,False,6542.7735028938278,17,False,764,1173,414,485,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Arbiter of Elegance,0.00011936266317601066,False,2332.6906723364868,1,False,20,29,26,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Jmeager,0.00010552256615686578,False,59.301598686484603,2,False,0,0,0,0,,,,,,,,
SiMioN.EuGeN,0,False,291.51368617196607,2,False,74,106,44,36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Raw4815,0.0002831544444608122,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
88.107.94.48,0,False,4039.3683743948804,1,False,37,56,47,25,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Pvcblue,0.0010703402788854513,False,1289.4579474669245,1,False,38,52,39,14,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Gilo1969,0.0018029736950248014,False,2478.0413133330767,12,False,222,343,193,139,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Baffle gab1978,0,False,2485.0736947220194,1,False,41,59,49,20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SSJ 5,0.00017997600946642137,False,48.212984109737135,1,False,34,49,34,16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Smcafirst,0,False,217200.99035814649,1,False,23,24,16,1,,,,,-0.0,,,
Royor,0.00021025164069252164,False,492.88545623441433,3,False,68,104,82,43,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
212.117.110.162,0,False,23314.112011305213,1,False,9,9,7,0,,,,,,,,
HAL2008,0,False,596.81420194396401,2,False,104,168,99,75,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
NGC6254,0.00011729296811814395,False,1901.3860301731081,2,False,20,32,27,16,-0.0,-0.0,,,-0.0,-0.0,-0.0,-0.0
Legaiamaster,0.0007364583994538194,False,60.924739422252173,1,False,10,21,16,12,,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
98.166.253.47,0,False,103.20661498960806,1,False,107,200,117,105,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Wiki-uk,0.0013712755556900722,False,107312.26255492844,6,False,89,151,80,70,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Lakelawn,0.00015390522029210305,False,951.06932960297058,1,False,38,63,40,28,,,,-0.0,-0.0,-0.0,-0.0,-0.0
Refsworldlee,0.008867515644978724,True,2565.8486839750499,42,False,1593,2566,775,1140,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
DJIndica,0.0004643216244421839,False,334.99741992370627,3,False,56,98,69,45,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Zenwhat,0.0022630906810793073,False,10109.722065577747,6,False,286,353,123,76,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
C6541,0.0012032814334396512,False,592.92917481589961,1,False,32,49,39,20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
Oblivious,0.00019491267464137116,False,372.15156395266763,2,False,34,59,47,30,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Hardcore gamer 48,0.001992945564121266,False,819.04723883973395,1,False,36,54,35,27,-0.0,,-0.0,,-0.0,-0.0,-0.0,-0.0
Spudderly,7.886935065622451e-05,False,269.21594544339314,2,False,44,74,56,36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Doc9871,0.01536322684919951,True,31846.409107927182,123,False,6320,9633,1962,3810,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Filll,0.0325301909795809,True,4029.199916891363,164,False,6786,10793,1942,4655,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Bjewiki,0.002526700932343958,False,93872.127239408481,3,False,126,166,81,47,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Jeanambr,0.0003580647766267584,False,829.20547519027139,6,False,374,597,265,267,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Robert Horning,0.00024056504506868312,False,577.38041147460228,3,False,179,299,170,135,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Laurarosenielsen,0.002391378967236073,False,143.88513156989956,2,False,67,129,90,74,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
俠刀行,0,False,63441.854882311709,13,False,156,223,136,75,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AIUI,0.00046995646655304744,False,1124.2304572472947,2,False,108,168,84,66,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Bufftractor53,0.0011988115184211657,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Neranei,0.01020518484554317,True,78054.224036606058,53,True,841,1304,379,531,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Aquabanianskakid,0.00044188342672981236,False,462.69407449877372,2,False,80,131,90,63,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Draven_Corvis,0,False,4115.2156495670888,1,False,18,25,23,9,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
TiagoEspinha,0.00032461909505566495,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
MathKnight,0.004199464064729739,False,4801.0653883631539,29,False,589,938,388,426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
MagnaMopus,0.0005486050487483953,False,350.31031185634578,1,False,20,32,29,14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Looie496,0.009596523773035756,True,903.46526631013967,38,True,1699,2878,807,1341,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Giano II,0.01724939744213445,True,3638.8661832586249,56,False,1656,2806,922,1329,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Oldwildbill,0.00039081469845745384,False,183.75030044571935,1,False,6,10,9,6,-0.0,,,,,-0.0,,-0.0
113.113.204.0,0,False,23314.112011305213,1,False,9,9,7,0,,,,,,,,
Markalexander100,0.0003630309134723815,False,294.18363177349113,1,True,41,75,57,38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Angelo De La Paz,0.001597220275328277,False,59.301598686484603,5,False,0,0,0,0,,,,,,,,
OngBS,0.0013045404827260142,False,620.39977433329307,2,False,99,132,85,37,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Apollion888,1.6944484151053774e-05,False,502.66197446408836,1,False,34,54,40,23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AKMask,0.009075225160946995,True,1687.9797916931179,20,False,1516,2340,670,973,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Captain Infinity,0.0007204228731516188,False,674.20750379892547,3,False,145,239,141,103,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Imagi-King,0.0003598852105236955,False,874.51398076946566,5,False,253,411,228,179,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nauticashades,0.0011652699487380816,False,12785.534985931228,3,False,67,95,63,34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Gabbe,0.0022921004726032842,False,51032.577947421712,27,True,773,1121,428,403,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Inquietudeofcharacter,0.0006783083067477775,False,980.43281398308261,9,False,379,560,264,204,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
MartinUK,2.0053098987272674e-06,False,243.89828574858711,1,False,6,11,11,5,-0.0,-0.0,,-0.0,,-0.0,-0.0,
84.57.16.179,0,False,23314.112011305213,1,False,10,10,8,0,,,,,,,,
WotherspoonSmith,0.0006310471067124589,False,208.1541088120299,1,False,36,62,48,30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
CDN99,0,False,4854.9459533999843,2,False,69,105,68,42,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Lid,0.0072472415850112935,False,2130.3128700315278,23,True,1011,1728,568,835,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Ploversegg,0.00019327937842332233,False,885.67009913545269,1,False,37,54,40,17,-0.0,-0.0,,-0.0,,-0.0,-0.0,-0.0
Claudevsq,0.0015141642938046062,False,104469.19342070178,42,False,952,1467,522,612,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
JenniferFisher,0.0007055019166941651,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Maile66,0.006049346078462962,False,11616.419161471547,14,False,620,942,403,379,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
76.237.239.102,0,False,352.06593412802471,3,False,119,192,98,87,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
K1Bond007,0.0024419610545728045,False,11288.492735915064,30,True,1048,1717,572,772,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Terminal emulator,8.646178985820258e-05,False,406.67760560500705,2,False,281,453,237,204,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
109.128.192.218,0,False,1291.7095149555141,3,False,203,333,157,146,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Bbrnrd,1.3091213135518142e-06,False,878.85084856465028,1,False,14,23,19,9,,-0.0,,-0.0,,-0.0,-0.0,-0.0
AzureCitizen,0.005588506230047865,False,27159.189874241169,24,False,1014,1625,635,715,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Webdinger,0.0005335027410263303,False,27200.666536453507,2,False,124,147,71,26,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Aleksanderpc,4.327960544563193e-05,False,315.4277512634506,4,False,63,95,68,37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
78.131.137.50,0,False,2487.6632108724084,1,False,16,18,14,3,,-0.0,,,-0.0,-0.0,,
Dedalus,0.002035051250152766,False,996.68919426747789,1,False,73,111,74,47,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Assyria 90,3.206229193174959e-05,False,575.32955826350701,1,False,83,141,90,74,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Jm131284,9.136961244889134e-05,False,883.80659928797274,1,False,36,55,41,23,-0.0,,,-0.0,-0.0,-0.0,-0.0,-0.0
Petergkeyes,0.0012587561267282776,False,1439.4969677685574,1,False,82,114,75,33,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
85.240.43.160,0,False,474.92768985039532,2,False,156,277,136,148,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
SportWagon,0.000763931286880284,False,277.57563419966112,7,False,150,195,83,52,-0.0,-0.0,-0.0,-0.0,,-0.0,,-0.0
Whatever404,3.631629667192916e-05,False,354.20724756512482,2,False,140,222,123,99,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Stunteltje,0.0003105494328974001,False,663.70300220498962,1,False,113,158,85,53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Kennykane,0,False,320.90737623200266,1,False,12,15,13,4,,-0.0,,,-0.0,-0.0,-0.0,
Mumby,0.0015261536367564253,False,251.6640130702975,2,False,68,106,44,44,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Agadant,0.0007638688824446929,False,899.35098343001664,40,False,2167,3777,932,1890,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ImageTaggingBot,0.009187787947585,True,542.09983305434355,44,False,1680,2329,96,837,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Eugene van der Pijll,0.009993498197281993,True,5891.1750584533847,19,True,729,1088,363,427,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Mwastrod,0.00011729296811814457,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Bože pravde,0,False,122.82675395049461,9,False,269,466,213,225,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dlmcn,0,False,659.02158569963149,2,False,135,190,130,65,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Kookyunii,0.0013490777848134794,False,1903.3808280528381,7,False,199,256,121,64,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Moisejp,0.0018716855649329742,False,722.08143782574416,20,False,1263,2146,635,1032,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
InaMaka,0.0016833150299481784,False,1844.0846490669171,14,False,910,1408,470,575,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Hebrides,0.012078083361745394,True,2519.9252892869299,114,False,4166,6406,1381,2615,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Logan The Master,0.00044152444597296304,False,15335.911181832222,3,False,53,70,54,18,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,
DavidShaw,7.914527025126307e-05,False,1343.4150659840673,2,False,30,40,18,12,-0.0,-0.0,,,,-0.0,,-0.0
Ddufek,0,False,601.43323380411164,1,False,8,14,13,7,-0.0,,,-0.0,,-0.0,-0.0,-0.0
Fropuff,0.0044595568095377935,False,1474.2194292819918,84,True,3010,4476,1101,1684,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Ingoolemo,0,False,276764.29500675725,1,False,2,2,2,0,,,,,,,,
Cibwins2885,5.941480335908986e-05,False,3647.6140116108036,6,False,114,160,107,52,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Banazir,0.00012919913682184827,False,59.301598686484603,3,False,0,0,0,0,,,,,,,,
Fartherred,0.001813215608294723,False,285.84649255887575,11,False,315,524,238,237,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dalahäst,0.0003592476894926482,False,488.19619955917454,1,False,25,41,38,20,-0.0,-0.0,,-0.0,-0.0,-0.0,,-0.0
MichaelJackson231,8.011299677137033e-05,False,298.62908082426071,1,False,22,38,31,18,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Bobby Tables,0.00012114582394840693,False,174.0980559884411,1,False,30,47,41,20,-0.0,-0.0,,-0.0,-0.0,-0.0,,-0.0
PastReflections,0.001308997325201716,False,3283.8579546717797,1,False,52,78,61,31,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
82.148.70.2,0,False,1467.413700058642,1,False,30,48,36,21,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Schizombie,0,False,1434.7155890721467,21,False,1140,1861,637,838,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Powo,0.00014167668321847415,False,506.68799088853871,2,False,73,104,73,35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Zorion,2.2405240651668118e-05,False,1206.5874387171075,1,False,15,23,20,8,-0.0,-0.0,,-0.0,-0.0,-0.0,,-0.0
RFBailey,0.004473752263563125,False,1489.9073622782455,26,False,1322,1924,609,699,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
172.190.32.51,0,False,924.52948500703155,1,False,13,19,17,6,,,,,-0.0,-0.0,-0.0,-0.0
Fred.e,0.006735400872680256,False,1821.7271855289391,104,False,2807,4161,829,1543,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Boothy443,0.00452600740961247,False,1441.8309798874332,33,False,1043,1946,617,1054,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dubious Irony,7.591514047047849e-05,False,859.63953731000947,2,False,91,144,96,58,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Vuk1992,9.722448604658982e-06,False,329.92240629649075,2,False,223,237,151,14,-0.0,,,,,-0.0,-0.0,
Jayron32,0.03230869140907096,True,1299.4695815571038,123,True,7347,12081,2209,5444,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
74.242.123.2,0,False,281.08400690889772,1,False,60,94,70,40,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Rgrasell,9.730344928106756e-05,False,987.38390995353416,2,False,28,46,23,18,-0.0,,,-0.0,,-0.0,-0.0,
Dantheman531,0.005893396847667847,False,405.13541257691065,5,False,161,294,118,152,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Grovermj,3.07083581674658e-05,False,1230.6614213259893,6,False,307,515,225,253,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Antienne,0.0010149941338556702,False,147.09752747311521,1,False,22,36,35,18,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Diehard2k5,0.0007691550104171126,False,294.50529725190336,1,False,12,19,19,8,-0.0,,,-0.0,-0.0,-0.0,-0.0,-0.0
Csaribay,0.001384888913622551,False,1083.1215266375393,2,False,58,87,59,35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Brothejr,0.0013476017276847388,False,48098.5373923589,9,False,225,410,205,223,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Dobermanji,7.064342279612134e-06,False,573.48143515261029,1,False,25,45,35,22,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Lifeisunfair,0.003817759203566867,False,3481.9682731294329,3,False,86,109,65,26,-0.0,-0.0,,,-0.0,-0.0,-0.0,
Tedder,0.019348317353443986,True,7670.6905789348266,101,True,2789,4112,1174,1525,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Viva-Verdi,0.0012581534621861942,False,1549.8308743126556,4,False,76,124,83,56,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Carbonite,0.005333378796956857,False,925.06414467337777,5,True,227,351,190,144,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
NigelR,0.0009158661189257975,False,340.08142243505927,27,False,781,1249,459,555,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
V-kaat,2.6510358092251376e-05,False,657.7194837478329,1,False,72,111,80,50,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Parafianowicz,1.7354358238838317e-05,False,4012.2531854902622,2,False,7,11,10,6,,,,,-0.0,-0.0,-0.0,-0.0
188.155.102.104,0,False,1654.2311840665316,1,False,93,132,83,45,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
27.57.102.110,0,False,288.59234379141247,1,False,34,50,40,18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
UnclePaco,0.0005444898617309595,False,529.30140477729071,3,False,78,122,93,52,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Heironymous Rowe,0.0026152975187182,False,21230.669572966835,37,False,1944,3143,960,1404,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Ohiostandard,0.013205379403088259,True,25420.308043139612,77,False,6728,10781,1897,4665,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Halibutt,0.0037561660886368817,False,14672.21443671905,32,False,1153,1799,646,776,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Ibanez Guy,0,False,291.48101974407638,4,False,205,344,183,160,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Nosleep,0.0015672404509627538,False,5401.8773732744194,13,False,519,846,344,375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Billlion,0.0024151236289335462,False,27750.981432137396,14,False,236,401,198,193,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
216.57.39.35,0,False,23314.112011305213,2,False,16,16,6,0,,,,,,,,
Derry Boi,0.0005629293566837795,False,3943.5084864632527,7,False,278,428,207,172,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Footballfan190,0.0008632174624299148,False,104.37176439833054,1,False,9,21,20,14,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
81.111.208.250,0,False,576.56715243688643,1,False,113,172,97,64,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Monkeymanman,0.002450480255296381,False,501.92763975010985,10,False,166,307,157,155,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Pc13,0.0020362944214010388,False,1085.1970979579521,16,False,1130,1638,606,621,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
DenisDiderot,0.00017949368827581703,False,1893.5630938325783,1,False,14,18,15,5,,,,-0.0,,-0.0,,-0.0
Kilbad,0.020968811410018603,True,7401.7040031244023,255,False,7127,10927,1727,4392,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Starzynka,0.001405676604242863,False,4637.8241018096905,2,False,44,72,60,37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Roberto Fiadone,0,False,540.93346238301626,1,False,18,27,21,10,-0.0,,,-0.0,,-0.0,-0.0,-0.0
Cracker017,0.0007691550104171125,False,4965.5333506676698,1,False,10,17,15,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,-0.0
Olsdude,0.0037993456120689597,False,249.45873047716819,1,False,114,196,113,91,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Arjayay,0.0020673980121185477,False,10216.839409458402,24,False,972,1372,522,492,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
JRGerstein,0.00014716088762060705,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
64.241.37.140,0,False,134.41103427988753,1,False,37,53,46,18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Chris conlon,2.3830160437097113e-06,False,59.301598686484603,1,False,0,0,0,0,,,,,,,,
Noian,0.0008174033649209961,False,212.52510594769578,3,False,73,120,81,55,-0.0,-0.0,,-0.0,-0.0,-0.0,-0.0,-0.0
Djminisite,5.655482735209214e-05,False,1372.8535012182324,1,False,32,42,29,12,-0.0,,,-0.0,,-0.0,-0.0,-0.0
BertSen,9.364853593671293e-05,False,199.478476222886,1,False,48,87,65,48,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
RJBurkhart3,0.002295453011555772,False,665.25106628992762,1,False,49,59,42,10,-0.0,-0.0,,,-0.0,-0.0,,
Slf67,0.0007741701544141908,False,1050.0997548792941,6,False,146,206,129,71,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Linus M.,0.0001299376204398355,False,1611.0915132134521,3,False,3,3,3,0,,,,,,,,
Dacy69,0.002481347137245681,False,724.30438072253401,5,False,285,400,211,138,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Overjive,0.00013464514890487695,False,914.56942700335856,1,False,52,70,54,20,-0.0,-0.0,,-0.0,,-0.0,-0.0,-0.0
